Ligand,Receptor,Annotation,Reference
WNT8B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209284
WNT8B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209285
WNT8B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209286
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209287
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209288
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209289
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209290
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209291
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209292
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209293
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209294
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209295
WNT9A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209296
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209297
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209298
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209299
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209300
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209301
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209302
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209303
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209304
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209305
WNT9B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209306
WNT5A,FZD1,Secreted Signaling,KEGG: hsa04310
WNT5A,FZD10,Secreted Signaling,KEGG: hsa04310
WNT5A,FZD2,Secreted Signaling,KEGG: hsa04310
WNT5A,FZD3,Secreted Signaling,KEGG: hsa04310
WNT5A,FZD4,Secreted Signaling,KEGG: hsa04310
WNT5A,FZD5,Secreted Signaling,KEGG: hsa04310
WNT5A,FZD6,Secreted Signaling,KEGG: hsa04311
WNT5A,FZD7,Secreted Signaling,KEGG: hsa04312
WNT5A,FZD8,Secreted Signaling,KEGG: hsa04313
WNT5A,FZD9,Secreted Signaling,KEGG: hsa04314
WNT5A,MCAM,Secreted Signaling,PMID: 24335906
WNT5B,FZD1,Secreted Signaling,KEGG: hsa04315
WNT5B,FZD10,Secreted Signaling,KEGG: hsa04316
WNT5B,FZD2,Secreted Signaling,KEGG: hsa04317
WNT5B,FZD3,Secreted Signaling,KEGG: hsa04318
WNT5B,FZD4,Secreted Signaling,KEGG: hsa04319
WNT5B,FZD5,Secreted Signaling,KEGG: hsa04320
WNT5B,FZD6,Secreted Signaling,KEGG: hsa04321
WNT5B,FZD7,Secreted Signaling,KEGG: hsa04322
WNT5B,FZD8,Secreted Signaling,KEGG: hsa04323
WNT5B,FZD9,Secreted Signaling,KEGG: hsa04324
WNT11,FZD1,Secreted Signaling,KEGG: hsa04325
WNT11,FZD10,Secreted Signaling,KEGG: hsa04326
WNT11,FZD2,Secreted Signaling,KEGG: hsa04327
WNT11,FZD3,Secreted Signaling,KEGG: hsa04328
WNT11,FZD4,Secreted Signaling,KEGG: hsa04329
WNT11,FZD5,Secreted Signaling,KEGG: hsa04330
WNT11,FZD6,Secreted Signaling,KEGG: hsa04331
WNT11,FZD7,Secreted Signaling,KEGG: hsa04332
WNT11,FZD8,Secreted Signaling,KEGG: hsa04333
WNT11,FZD9,Secreted Signaling,KEGG: hsa04334
EGF,EGFR,Secreted Signaling,KEGG: hsa04012
EGF,ERBB2,Secreted Signaling,KEGG: hsa04012
TGFA,EGFR,Secreted Signaling,KEGG: hsa04012
TGFA,ERBB2,Secreted Signaling,KEGG: hsa04012
AREG,EGFR,Secreted Signaling,KEGG: hsa04012
AREG,ERBB2,Secreted Signaling,KEGG: hsa04012
BTC,EGFR,Secreted Signaling,KEGG: hsa04012
BTC,ERBB2,Secreted Signaling,KEGG: hsa04012
BTC,ERBB4,Secreted Signaling,KEGG: hsa04012
HBEGF,EGFR,Secreted Signaling,KEGG: hsa04012
HBEGF,ERBB2,Secreted Signaling,KEGG: hsa04012
HBEGF,ERBB4,Secreted Signaling,KEGG: hsa04012
EREG,EGFR,Secreted Signaling,KEGG: hsa04012
EREG,ERBB2,Secreted Signaling,KEGG: hsa04012
EREG,ERBB4,Secreted Signaling,KEGG: hsa04012
NRG1,ERBB3,Secreted Signaling,KEGG: hsa04012
NRG1,ERBB2,Secreted Signaling,KEGG: hsa04012
NRG1,ERBB4,Secreted Signaling,KEGG: hsa04012
NRG2,ERBB3,Secreted Signaling,KEGG: hsa04012
NRG2,ERBB2,Secreted Signaling,KEGG: hsa04012
NRG2,ERBB4,Secreted Signaling,KEGG: hsa04012
NRG3,ERBB4,Secreted Signaling,KEGG: hsa04012
NRG3,ERBB2,Secreted Signaling,KEGG: hsa04012
NRG4,ERBB4,Secreted Signaling,KEGG: hsa04012
NRG4,ERBB2,Secreted Signaling,KEGG: hsa04012
NRG1,ITGAV,Secreted Signaling,PMID: 20682778
NRG1,ITGB3,Secreted Signaling,PMID: 20682778
FGF1,FGFR1,Secreted Signaling,PMC: 4393358
FGF1,FGFR2,Secreted Signaling,PMC: 4393358
FGF1,FGFR3,Secreted Signaling,PMC: 4393358
FGF1,FGFR4,Secreted Signaling,PMC: 4393358
FGF2,FGFR1,Secreted Signaling,PMC: 4393358
FGF2,FGFR2,Secreted Signaling,PMC: 4393358
FGF2,FGFR3,Secreted Signaling,PMC: 4393358
FGF2,FGFR4,Secreted Signaling,PMC: 4393358
FGF4,FGFR1,Secreted Signaling,PMC: 4393358
FGF4,FGFR2,Secreted Signaling,PMC: 4393358
FGF4,FGFR3,Secreted Signaling,PMC: 4393358
FGF4,FGFR4,Secreted Signaling,PMC: 4393358
FGF5,FGFR1,Secreted Signaling,PMC: 4393358
FGF5,FGFR2,Secreted Signaling,PMC: 4393358
FGF5,FGFR3,Secreted Signaling,PMC: 4393358
FGF5,FGFR4,Secreted Signaling,PMC: 4393358
FGF6,FGFR1,Secreted Signaling,PMC: 4393358
FGF6,FGFR2,Secreted Signaling,PMC: 4393358
FGF6,FGFR3,Secreted Signaling,PMC: 4393358
FGF6,FGFR4,Secreted Signaling,PMC: 4393358
FGF7,FGFR1,Secreted Signaling,PMC: 4393358
FGF7,FGFR2,Secreted Signaling,PMC: 4393358
FGF3,FGFR1,Secreted Signaling,PMC: 4393358
FGF3,FGFR2,Secreted Signaling,PMC: 4393358
FGF10,FGFR1,Secreted Signaling,PMC: 4393358
FGF10,FGFR2,Secreted Signaling,PMC: 4393358
FGF22,FGFR2,Secreted Signaling,PMC: 4393358
FGF8,FGFR1,Secreted Signaling,PMC: 4393358
FGF8,FGFR2,Secreted Signaling,PMC: 4393358
FGF8,FGFR3,Secreted Signaling,PMC: 4393358
FGF8,FGFR4,Secreted Signaling,PMC: 4393358
FGF17,FGFR1,Secreted Signaling,PMC: 4393358
FGF17,FGFR2,Secreted Signaling,PMC: 4393358
FGF17,FGFR3,Secreted Signaling,PMC: 4393358
FGF17,FGFR4,Secreted Signaling,PMC: 4393358
FGF18,FGFR1,Secreted Signaling,PMC: 4393358
FGF18,FGFR2,Secreted Signaling,PMC: 4393358
FGF18,FGFR3,Secreted Signaling,PMC: 4393358
FGF18,FGFR4,Secreted Signaling,PMC: 4393358
FGF9,FGFR1,Secreted Signaling,PMC: 4393358
FGF9,FGFR2,Secreted Signaling,PMC: 4393358
FGF9,FGFR3,Secreted Signaling,PMC: 4393358
FGF9,FGFR4,Secreted Signaling,PMC: 4393358
FGF20,FGFR1,Secreted Signaling,PMC: 4393358
FGF20,FGFR2,Secreted Signaling,PMC: 4393358
FGF20,FGFR3,Secreted Signaling,PMC: 4393358
FGF20,FGFR4,Secreted Signaling,PMC: 4393358
FGF16,FGFR1,Secreted Signaling,PMC: 4393358
FGF16,FGFR2,Secreted Signaling,PMC: 4393358
FGF16,FGFR3,Secreted Signaling,PMC: 4393358
FGF16,FGFR4,Secreted Signaling,PMC: 4393358
FGF19,FGFR1,Secreted Signaling,PMC: 4393358
FGF19,FGFR2,Secreted Signaling,PMC: 4393358
FGF19,FGFR3,Secreted Signaling,PMC: 4393358
FGF19,FGFR4,Secreted Signaling,PMC: 4393358
FGF21,FGFR1,Secreted Signaling,PMC: 4393358
FGF21,FGFR3,Secreted Signaling,PMC: 4393358
FGF23,FGFR1,Secreted Signaling,PMC: 4393358
FGF23,FGFR3,Secreted Signaling,PMC: 4393358
FGF23,FGFR4,Secreted Signaling,PMC: 4393358
PDGFA,PDGFRA,Secreted Signaling,PMID: 15207812
PDGFA,PDGFRB,Secreted Signaling,PMID: 15207812
PDGFB,PDGFRA,Secreted Signaling,PMID: 15207812
PDGFB,PDGFRB,Secreted Signaling,PMID: 15207812
PDGFC,PDGFRA,Secreted Signaling,PMID: 15207812
PDGFD,PDGFRB,Secreted Signaling,PMID: 15207812
VEGFA,FLT1,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
VEGFA,KDR,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
VEGFB,FLT1,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
VEGFC,FLT4,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
VEGFC,KDR,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
VEGFD,FLT4,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
VEGFD,KDR,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
PGF,FLT1,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
VEGFA,FLT1,Secreted Signaling,PMID: 16633338
VEGFA,KDR,Secreted Signaling,PMID: 16633338
VEGFC,FLT4,Secreted Signaling,PMID: 16633339
VEGFC,KDR,Secreted Signaling,PMID: 16633339
VEGFD,FLT4,Secreted Signaling,PMID: 16633340
VEGFD,KDR,Secreted Signaling,PMID: 16633340
IGF1,IGF1R,Secreted Signaling,PMID: 14604834
IGF2,IGF1R,Secreted Signaling,PMID: 14604834
IGF2,IGF2R,Secreted Signaling,PMID: 14604834
IGF1,ITGAV,Secreted Signaling,PMID: 28190785; PMID: 28873464
IGF1,ITGB3,Secreted Signaling,PMID: 28190785; PMID: 28873464
IGF1,ITGA6,Secreted Signaling,PMID: 28190785; PMID: 28873464
IGF1,ITGB4,Secreted Signaling,PMID: 28190785; PMID: 28873464
IGF2,ITGAV,Secreted Signaling,PMID: 28190785; PMID: 28873464
IGF2,ITGB3,Secreted Signaling,PMID: 28190785; PMID: 28873464
IGF2,ITGA6,Secreted Signaling,PMID: 28190785; PMID: 28873464
IGF2,ITGB4,Secreted Signaling,PMID: 28190785; PMID: 28873464
IGFL3,IGFLR1,Secreted Signaling,PMID: 21454693
INS,INSR,Secreted Signaling,KEGG: hsa04911; PMID: 24633815
APLN,APLNR,Secreted Signaling,KEGG: hsa04371
DHH,PTCH1,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
DHH,SMO,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
IHH,PTCH1,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
IHH,SMO,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
SHH,PTCH1,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
SHH,SMO,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
DHH,PTCH2,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
IHH,PTCH2,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
SHH,PTCH2,Secreted Signaling,KEGG: hsa04340; PMID: 25701396
CCL5,CCR1,Secreted Signaling,KEGG: hsa04060
CCL3,CCR1,Secreted Signaling,KEGG: hsa04060
CCL3L1,CCR1,Secreted Signaling,KEGG: hsa04060
CCL3L3,CCR1,Secreted Signaling,KEGG: hsa04060
CCL8,CCR1,Secreted Signaling,KEGG: hsa04060
CCL7,CCR1,Secreted Signaling,KEGG: hsa04060
CCL13,CCR1,Secreted Signaling,KEGG: hsa04060
CCL14,CCR1,Secreted Signaling,KEGG: hsa04060
CCL15,CCR1,Secreted Signaling,KEGG: hsa04060
CCL16,CCR1,Secreted Signaling,KEGG: hsa04060
CCL23,CCR1,Secreted Signaling,KEGG: hsa04060
CCL8,CCR2,Secreted Signaling,KEGG: hsa04060
CCL7,CCR2,Secreted Signaling,KEGG: hsa04060
CCL2,CCR2,Secreted Signaling,KEGG: hsa04060
CCL27,CCR2,Secreted Signaling,KEGG: hsa04060
CCL5,CCR3,Secreted Signaling,KEGG: hsa04060
CCL7,CCR3,Secreted Signaling,KEGG: hsa04060
CCL11,CCR3,Secreted Signaling,KEGG: hsa04060
CCL24,CCR3,Secreted Signaling,KEGG: hsa04060
CCL26,CCR3,Secreted Signaling,KEGG: hsa04060
CCL28,CCR3,Secreted Signaling,KEGG: hsa04060
CCL27,CCR3,Secreted Signaling,KEGG: hsa04060
CCL17,CCR4,Secreted Signaling,KEGG: hsa04060
CCL22,CCR4,Secreted Signaling,KEGG: hsa04060
CCL5,CCR4,Secreted Signaling,KEGG: hsa04060
CCL4,CCR5,Secreted Signaling,KEGG: hsa04060
CCL5,CCR5,Secreted Signaling,KEGG: hsa04060
CCL3,CCR5,Secreted Signaling,KEGG: hsa04060
CCL20,CCR6,Secreted Signaling,KEGG: hsa04060
CCL19,CCR7,Secreted Signaling,KEGG: hsa04060
CCL21,CCR7,Secreted Signaling,KEGG: hsa04060
CCL19,ACKR4,Secreted Signaling,KEGG: hsa04060
CCL21,ACKR4,Secreted Signaling,KEGG: hsa04060
CCL1,CCR8,Secreted Signaling,KEGG: hsa04060
CCL25,CCR9,Secreted Signaling,KEGG: hsa04060
CCL25,ACKR4,Secreted Signaling,KEGG: hsa04060
CCL28,CCR10,Secreted Signaling,KEGG: hsa04060
CCL27,CCR10,Secreted Signaling,KEGG: hsa04060
CCL1,ACKR4,Secreted Signaling,KEGG: hsa04060
CCL13,ACKR4,Secreted Signaling,PMID: 26740381
CCL8,ACKR4,Secreted Signaling,PMID: 26740381
CCL1,ACKR1,Secreted Signaling,PMID: 26740381
CCL2,ACKR1,Secreted Signaling,PMID: 26740381
CCL5,ACKR1,Secreted Signaling,PMID: 26740381
CCL8,ACKR1,Secreted Signaling,PMID: 26740381
CCL13,ACKR1,Secreted Signaling,PMID: 26740381
CCL14,ACKR1,Secreted Signaling,PMID: 26740381
CCL16,ACKR1,Secreted Signaling,PMID: 26740381
CCL18,ACKR1,Secreted Signaling,PMID: 26740381
CXCL1,ACKR1,Secreted Signaling,PMID: 26740381
CXCL2,ACKR1,Secreted Signaling,PMID: 26740381
CXCL3,ACKR1,Secreted Signaling,PMID: 26740381
CXCL5,ACKR1,Secreted Signaling,PMID: 26740381
CXCL6,ACKR1,Secreted Signaling,PMID: 26740381
CXCL8,ACKR1,Secreted Signaling,PMID: 26740381
CXCL9,ACKR1,Secreted Signaling,PMID: 26740381
CXCL10,ACKR1,Secreted Signaling,PMID: 26740381
CXCL11,ACKR1,Secreted Signaling,PMID: 26740381
CXCL13,ACKR1,Secreted Signaling,PMID: 26740381
CCL2,ACKR2,Secreted Signaling,PMID: 26740381
CCL3,ACKR2,Secreted Signaling,PMID: 26740381
CCL3L1,ACKR2,Secreted Signaling,PMID: 26740381
CCL4,ACKR2,Secreted Signaling,PMID: 26740381
CCL5,ACKR2,Secreted Signaling,PMID: 26740381
CCL7,ACKR2,Secreted Signaling,PMID: 26740381
CCL8,ACKR2,Secreted Signaling,PMID: 26740381
CCL7,ACKR1,Secreted Signaling,PMID: 26740381
CCL11,ACKR1,Secreted Signaling,PMID: 26740381
CCL11,ACKR2,Secreted Signaling,PMID: 26740381
CCL13,ACKR2,Secreted Signaling,PMID: 26740381
CCL22,ACKR2,Secreted Signaling,PMID: 26740381
CCL24,ACKR2,Secreted Signaling,PMID: 26740381
CCL26,ACKR2,Secreted Signaling,PMID: 26740381
CCL17,ACKR1,Secreted Signaling,PMID: 26740381
CCL14,ACKR2,Secreted Signaling,PMID: 26740381
CCL17,ACKR2,Secreted Signaling,PMID: 26740381
CXCL1,CXCR1,Secreted Signaling,KEGG: hsa04060
CXCL2,CXCR1,Secreted Signaling,KEGG: hsa04060
CXCL3,CXCR1,Secreted Signaling,KEGG: hsa04060
CXCL5,CXCR1,Secreted Signaling,KEGG: hsa04060
CXCL6,CXCR1,Secreted Signaling,KEGG: hsa04060
CXCL8,CXCR1,Secreted Signaling,KEGG: hsa04060
CXCL1,CXCR2,Secreted Signaling,KEGG: hsa04060
CXCL2,CXCR2,Secreted Signaling,KEGG: hsa04060
CXCL3,CXCR2,Secreted Signaling,KEGG: hsa04060
CXCL5,CXCR2,Secreted Signaling,KEGG: hsa04060
CXCL6,CXCR2,Secreted Signaling,KEGG: hsa04060
CXCL8,CXCR2,Secreted Signaling,KEGG: hsa04060
PPBP,CXCR2,Secreted Signaling,KEGG: hsa04060
PF4V1,CXCR3,Secreted Signaling,KEGG: hsa04060
CXCL9,CXCR3,Secreted Signaling,KEGG: hsa04060
CXCL10,CXCR3,Secreted Signaling,KEGG: hsa04060
CXCL11,CXCR3,Secreted Signaling,KEGG: hsa04060
CXCL13,CXCR3,Secreted Signaling,KEGG: hsa04060
PF4,CXCR3,Secreted Signaling,KEGG: hsa04060
CXCL12,CXCR4,Secreted Signaling,KEGG: hsa04060
CXCL11,ACKR3,Secreted Signaling,KEGG: hsa04060
CXCL12,ACKR3,Secreted Signaling,KEGG: hsa04060
CXCL13,CXCR5,Secreted Signaling,KEGG: hsa04060
CXCL16,CXCR6,Secreted Signaling,KEGG: hsa04060
MIF,CD74,Secreted Signaling,PMID: 29637711; PMID: 24760155
MIF,CXCR4,Secreted Signaling,PMID: 29637711; PMID: 24760155
MIF,CD74,Secreted Signaling,PMID: 29637711; PMID: 26175090
MIF,CD44,Secreted Signaling,PMID: 29637711; PMID: 26175090
MIF,CXCR2,Secreted Signaling,PMID: 29637711; PMID: 26175090
MIF,ACKR3,Secreted Signaling,PMID: 26175090
CX3CL1,CX3CR1,Secreted Signaling,KEGG: hsa04060
XCL1,XCR1,Secreted Signaling,KEGG: hsa04060
XCL2,XCR1,Secreted Signaling,KEGG: hsa04060
IL2,IL20RA,Secreted Signaling,KEGG: hsa04060
IL2,IL20RB,Secreted Signaling,KEGG: hsa04060
IL2,IL2RG,Secreted Signaling,KEGG: hsa04060
IL2,IL2RB,Secreted Signaling,KEGG: hsa04060
IL4,IL4R,Secreted Signaling,KEGG: hsa04060
IL4,IL2RG,Secreted Signaling,KEGG: hsa04060
IL7,IL7R,Secreted Signaling,KEGG: hsa04060
IL7,IL2RG,Secreted Signaling,KEGG: hsa04060
IL9,IL9R,Secreted Signaling,KEGG: hsa04060
IL9,IL2RG,Secreted Signaling,KEGG: hsa04060
IL15,IL15RA,Secreted Signaling,KEGG: hsa04060
IL15,IL2RB,Secreted Signaling,KEGG: hsa04060
IL15,IL2RG,Secreted Signaling,KEGG: hsa04060
IL21,IL21R,Secreted Signaling,KEGG: hsa04060
IL21,IL2RG,Secreted Signaling,KEGG: hsa04060
TSLP,IL7R,Secreted Signaling,KEGG: hsa04060
TSLP,CRLF2,Secreted Signaling,KEGG: hsa04060
IL3,IL3RA,Secreted Signaling,KEGG: hsa04060
IL3,CSF2RB,Secreted Signaling,KEGG: hsa04060
IL5,IL5RA,Secreted Signaling,KEGG: hsa04060
IL5,CSF2RB,Secreted Signaling,KEGG: hsa04060
CSF2,CSF2RA,Secreted Signaling,KEGG: hsa04060
CSF2,CSF2RB,Secreted Signaling,KEGG: hsa04060
IL4,IL13RA1,Secreted Signaling,KEGG: hsa04060
IL4,IL13RA2,Secreted Signaling,KEGG: hsa04060
IL13,IL4R,Secreted Signaling,KEGG: hsa04060
IL13,IL13RA1,Secreted Signaling,KEGG: hsa04060
IL13,IL13RA2,Secreted Signaling,KEGG: hsa04060
IL6,IL6R,Secreted Signaling,KEGG: hsa04060
IL6,IL6ST,Secreted Signaling,KEGG: hsa04060
IL11,IL11RA,Secreted Signaling,KEGG: hsa04060
IL11,IL6ST,Secreted Signaling,KEGG: hsa04060
IL12A,IL12RB1,Secreted Signaling,PMID: 26918147
IL12B,IL12RB1,Secreted Signaling,PMID: 26918147
IL12A,IL12RB2,Secreted Signaling,PMID: 26918147
IL12B,IL12RB2,Secreted Signaling,PMID: 26918147
IL12B,IL23R,Secreted Signaling,PMID: 11114383
IL23A,IL23R,Secreted Signaling,PMID: 11114383
IL12B,IL12RB1,Secreted Signaling,PMID: 11114383
IL23A,IL12RB1,Secreted Signaling,PMID: 11114383
IL27,IL27RA,Secreted Signaling,PMID: 25861977
EBI3,IL27RA,Secreted Signaling,PMID: 25861977
IL27,IL6ST,Secreted Signaling,PMID: 25861977
EBI3,IL6ST,Secreted Signaling,PMID: 25861977
IL31,IL31RA,Secreted Signaling,KEGG: hsa04060
IL31,OSMR,Secreted Signaling,KEGG: hsa04060
CNTF,CNTFR,Secreted Signaling,KEGG: hsa04060
CNTF,LIFR,Secreted Signaling,KEGG: hsa04060
CNTF,IL6ST,Secreted Signaling,KEGG: hsa04060
CLCF1,CNTFR,Secreted Signaling,KEGG: hsa04060
CLCF1,LIFR,Secreted Signaling,KEGG: hsa04060
CLCF1,IL6ST,Secreted Signaling,KEGG: hsa04060
CTF1,LIFR,Secreted Signaling,KEGG: hsa04060
CTF1,IL6ST,Secreted Signaling,KEGG: hsa04060
LIF,LIFR,Secreted Signaling,KEGG: hsa04060
LIF,IL6ST,Secreted Signaling,KEGG: hsa04060
OSM,LIFR,Secreted Signaling,KEGG: hsa04060
OSM,IL6ST,Secreted Signaling,KEGG: hsa04060
OSM,OSMR,Secreted Signaling,KEGG: hsa04060
IL10,IL10RA,Secreted Signaling,KEGG: hsa04060
IL10,IL10RB,Secreted Signaling,KEGG: hsa04060
IL19,IL20RA,Secreted Signaling,KEGG: hsa04060
IL19,IL20RB,Secreted Signaling,KEGG: hsa04060
IL20,IL20RA,Secreted Signaling,KEGG: hsa04060
IL20,IL20RB,Secreted Signaling,KEGG: hsa04060
IL24,IL20RA,Secreted Signaling,KEGG: hsa04060
IL24,IL20RB,Secreted Signaling,KEGG: hsa04060
IL20,IL22RA1,Secreted Signaling,KEGG: hsa04060
IL24,IL22RA1,Secreted Signaling,KEGG: hsa04060
IL22,IL22RA1,Secreted Signaling,KEGG: hsa04060
IL22,IL10RB,Secreted Signaling,KEGG: hsa04060
IL26,IL20RA,Secreted Signaling,KEGG: hsa04060
IL26,IL10RB,Secreted Signaling,KEGG: hsa04060
IL1A,IL1R1,Secreted Signaling,KEGG: hsa04060
IL1A,IL1RAP,Secreted Signaling,KEGG: hsa04060
IL1B,IL1R1,Secreted Signaling,KEGG: hsa04060
IL1B,IL1RAP,Secreted Signaling,KEGG: hsa04060
IL1A,IL1R2,Secreted Signaling,KEGG: hsa04060
IL1B,IL1R2,Secreted Signaling,KEGG: hsa04060
IL36RN,IL1RL2,Secreted Signaling,KEGG: hsa04060
IL36RN,IL1RAP,Secreted Signaling,KEGG: hsa04060
IL36A,IL1RL2,Secreted Signaling,KEGG: hsa04060
IL36A,IL1RAP,Secreted Signaling,KEGG: hsa04060
IL36B,IL1RL2,Secreted Signaling,KEGG: hsa04060
IL36B,IL1RAP,Secreted Signaling,KEGG: hsa04060
IL36G,IL1RL2,Secreted Signaling,KEGG: hsa04060
IL36G,IL1RAP,Secreted Signaling,KEGG: hsa04060
IL1F10,IL1RL2,Secreted Signaling,KEGG: hsa04060
IL1F10,IL1RAP,Secreted Signaling,KEGG: hsa04060
IL37,IL18R1,Secreted Signaling,KEGG: hsa04060
IL37,IL18RAP,Secreted Signaling,KEGG: hsa04060
IL18,IL18R1,Secreted Signaling,KEGG: hsa04060
IL18,IL18RAP,Secreted Signaling,KEGG: hsa04060
IL33,IL1RL1,Secreted Signaling,KEGG: hsa04060
IL33,IL1RAP,Secreted Signaling,KEGG: hsa04060
IL17A,IL17RA,Secreted Signaling,KEGG: hsa04060
IL17A,IL17RC,Secreted Signaling,KEGG: hsa04060
IL17F,IL17RA,Secreted Signaling,KEGG: hsa04060
IL17F,IL17RC,Secreted Signaling,KEGG: hsa04060
IL17A,IL17RA,Secreted Signaling,PMID: 24813051
IL17F,IL17RA,Secreted Signaling,PMID: 24813051
IL17A,IL17RC,Secreted Signaling,PMID: 24813051
IL17F,IL17RC,Secreted Signaling,PMID: 24813051
IL17B,IL17RB,Secreted Signaling,KEGG: hsa04060
IL17C,IL17RA,Secreted Signaling,KEGG: hsa04060
IL17C,IL17RE,Secreted Signaling,KEGG: hsa04060
IL25,IL17RA,Secreted Signaling,KEGG: hsa04060
IL25,IL17RB,Secreted Signaling,KEGG: hsa04060
IL34,CSF1R,Secreted Signaling,KEGG: hsa04060
CSF1,CSF1R,Secreted Signaling,KEGG: hsa04060
IL16,CD4,Secreted Signaling,KEGG: hsa04060
EPO,EPOR,Secreted Signaling,KEGG: hsa04060
GH1,GHR,Secreted Signaling,KEGG: hsa04060
PRL,PRLR,Secreted Signaling,KEGG: hsa04060; PMID: 23192981
THPO,MPL,Secreted Signaling,KEGG: hsa04060
CSF3,CSF3R,Secreted Signaling,KEGG: hsa04060
IFNB1,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNB1,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNW1,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNW1,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNK,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNK,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNE,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNE,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA1,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA1,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA2,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA2,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA4,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA4,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA5,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA5,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA6,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA6,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA7,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA7,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA8,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA8,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA10,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA10,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA13,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA13,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA14,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA14,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA16,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA16,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA17,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA17,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNA21,IFNAR1,Secreted Signaling,KEGG: hsa04060
IFNA21,IFNAR2,Secreted Signaling,KEGG: hsa04060
IFNG,IFNGR1,Secreted Signaling,KEGG: hsa04060
IFNG,IFNGR2,Secreted Signaling,KEGG: hsa04060
